Partner Name;2010;2011;2012;2013;2014
Sweden;1455513,653;1618220,526;899728,559;714138,022;811111,573
Switzerland;7218831,095;8789005,645;9794647,099;10754366,86;11844740,9
Syrian Arab Republic;119,652;213,159;99,16;136,708;103,863
Tanzania;4,56;33,34;;17,8;11,959
Thailand;216879,477;220696,205;249708,352;317713,67;330421,602
Togo;81,442;155,221;340,256;544,036;861,703
Tokelau;118,776;53,179;218,32;;
Trinidad and Tobago;2714609,578;3503215,772;3467811,579;3244353,7;2996864,304
Tunisia;20639,654;24122,067;1497,006;1431,408;1227,99
Turkey;122287,277;161260,955;212263,627;199601,23;192737,898
Turkmenistan;1304,201;1122,101;1485,86;1371,593;1988,188
Turks and Caicos Isl.;;;;;15
Uganda;34,831;38,258;20,336;11,858;1517,409
Ukraine;250968,253;380813,193;261427,906;308242,633;107284,971
United Arab Emirates;47920,084;22203,198;52098,091;146119,544;283053,005
United Kingdom;12482053,17;10887140,07;10161479,67;8334397,987;8730440,304
Uruguay;8453,757;10067,324;20236,339;20158,708;48416,603
Uzbekistan;56714,458;44391,573;20912,496;18191,454;1145,161
Vanuatu;42,5;26,475;5,25;7,5;35,453
Venezuela;363900,672;608533,316;588135,333;537748,406;616278,703
Vietnam;177645,301;219179,896;188520,932;197278,756;208186,834
Yemen;40,65;;;2,099;11,625
Zambia;;;;9,5;
Zimbabwe;;32,405;37;4,608;2,54
